maryann.girl.hut	gilligan.crew.hut	137
fileserver.copyroom.hut	ginger.girl.hut	2225
skipper.crew.hut	ginger.girl.hut	1681
maryann.girl.hut	maryann.girl.hut	6625
ginger.girl.hut	fileserver.copyroom.hut	7374
skipper.crew.hut	maryann.girl.hut	6116
laser3.copyroom.hut	laser3.copyroom.hut	9101
laser3.copyroom.hut	fileserver.copyroom.hut	7343
laser3.copyroom.hut	maryann.girl.hut	9786
gilligan.crew.hut	gilligan.crew.hut	8655
ginger.girl.hut	gilligan.crew.hut	7908
gilligan.crew.hut	gilligan.crew.hut	3537
professor.hut	gilligan.crew.hut	4458
fileserver.copyroom.hut	gilligan.crew.hut	7057
fileserver.copyroom.hut	fileserver.copyroom.hut	1976
maryann.girl.hut	ginger.girl.hut	5327
professor.hut	laser3.copyroom.hut	1515
fileserver.copyroom.hut	skipper.crew.hut	9792
laser3.copyroom.hut	gilligan.crew.hut	9185
skipper.crew.hut	skipper.crew.hut	2083
gilligan.crew.hut	ginger.girl.hut	2019
fileserver.copyroom.hut	fileserver.copyroom.hut	5458
gilligan.crew.hut	maryann.girl.hut	2448
gilligan.crew.hut	ginger.girl.hut	5418
maryann.girl.hut	laser3.copyroom.hut	4478
fileserver.copyroom.hut	ginger.girl.hut	9569
fileserver.copyroom.hut	laser3.copyroom.hut	1613
professor.hut	skipper.crew.hut	2507
maryann.girl.hut	fileserver.copyroom.hut	5526
gilligan.crew.hut	skipper.crew.hut	9828
gilligan.crew.hut	ginger.girl.hut	7340
fileserver.copyroom.hut	gilligan.crew.hut	396
maryann.girl.hut	skipper.crew.hut	6665
professor.hut	skipper.crew.hut	2155
maryann.girl.hut	laser3.copyroom.hut	6362
gilligan.crew.hut	skipper.crew.hut	6814
fileserver.copyroom.hut	laser3.copyroom.hut	2811
laser3.copyroom.hut	maryann.girl.hut	9370
skipper.crew.hut	skipper.crew.hut	6841
maryann.girl.hut	skipper.crew.hut	916
maryann.girl.hut	ginger.girl.hut	8912
laser3.copyroom.hut	ginger.girl.hut	1180
